source,target,time_fps
fly12,fly5,28217
fly5,fly12,28218
fly8,fly9,28240
fly9,fly2,28250
fly7,fly11,28252
fly11,fly7,28252
fly2,fly9,28253
fly10,fly11,28259
fly11,fly4,28270
fly10,fly11,28281
fly4,fly11,28285
fly3,fly9,28301
fly5,fly6,28321
fly10,fly9,28374
fly9,fly10,28374
fly12,fly10,28394
fly10,fly12,28406
fly3,fly8,28415
fly5,fly6,28435
fly9,fly1,28450
fly11,fly9,28457
fly7,fly12,28458
fly2,fly6,28476
fly2,fly6,28497
fly6,fly2,28513
fly11,fly2,28526
fly11,fly6,28536
fly2,fly6,28543
fly9,fly5,28544
fly5,fly9,28574
fly3,fly11,28590
fly4,fly2,28599
fly9,fly6,28608
fly6,fly9,28622
fly4,fly12,28625
fly12,fly4,28637
fly11,fly12,28650
fly12,fly11,28659
fly8,fly3,28660
fly11,fly4,28676
fly2,fly11,28714
fly3,fly8,28715
fly12,fly8,28722
fly10,fly7,28732
fly7,fly10,28737
fly8,fly4,28746
fly2,fly7,28748
fly4,fly8,28750
fly3,fly11,28768
fly11,fly3,28769
fly6,fly10,28781
fly10,fly6,28781
